,스타일대분류,스타일소분류,맥주명,양조장명,제조국가명,도수,평균점수,리뷰수,평가수,현재상태,Full Name,Astringent,Body,Alcoholic,Bitter,Sweet,Sour,Salty,Fruity,Hoppy,Spices,Malty
1622,India Pale Ales,Imperial IPA,Mongo,Port Brewing,United States,8.5,4.17,652,"1,660",Active,Mongo Port Brewing,21,1,9,39,1,29,1,1,2,0,1
1623,India Pale Ales,Imperial IPA,Simtra Triple IPA,Knee Deep Brewing Company,United States,11.25,4.29,408,"1,903",Active,Simtra Triple IPA Knee Deep Brewing Company,2,1,16,25,2,28,0,1,2,2,1
1624,India Pale Ales,Imperial IPA,Doom,Founders Brewing Company,United States,12.4,4.08,507,"1,745",Active,Doom Founders Brewing Company,10,1,8,48,2,56,4,2,3,11,1
1625,India Pale Ales,Imperial IPA,Apocalypse Cow,3 Floyds Brewing Co.,United States,8.6,4.24,531,"1,703",Active,Apocalypse Cow 3 Floyds Brewing Co.,7,1,65,46,1,35,0,1,2,20,2
1626,India Pale Ales,Imperial IPA,Racer X Double IPA,Bear Republic Brewing Co.,United States,8.3,4.22,520,"1,707",Active,Racer X Double IPA Bear Republic Brewing Co.,16,3,24,78,3,88,0,2,3,8,1
1627,India Pale Ales,Imperial IPA,Green Bullet Triple IPA,Green Flash Brewing Co.,United States,10.1,3.94,327,"1,883",Active,Green Bullet Triple IPA Green Flash Brewing Co.,13,1,14,64,2,58,1,2,3,1,2
1628,India Pale Ales,Imperial IPA,On The Wings Of Armageddon,DC Brau Brewing Co.,United States,9.2,4.31,303,"1,807",Active,On The Wings Of Armageddon DC Brau Brewing Co.,13,1,11,51,2,40,0,2,3,12,1
1629,India Pale Ales,Imperial IPA,Grapefruit Slam IPA,Stone Brewing,United States,8.2,3.97,334,"1,745",Active,Grapefruit Slam IPA Stone Brewing,25,1,24,78,2,61,0,2,3,2,1
1630,India Pale Ales,Imperial IPA,Double Dog,Flying Dog Brewery,United States,12,3.9,"1,038","1,017",Active,Double Dog Flying Dog Brewery,9,1,5,50,3,54,0,2,2,1,1
1631,India Pale Ales,Imperial IPA,Thumbprint Scream IIPA,New Glarus Brewing Company,United States,9,4.32,225,"1,798",Active,Thumbprint Scream IIPA New Glarus Brewing Company,7,1,29,60,2,26,0,1,3,4,1
1632,India Pale Ales,Imperial IPA,Limbo IPA,Long Trail Brewing Co.,United States,7.6,4.08,260,"1,759",Active,Limbo IPA Long Trail Brewing Co.,22,1,19,43,2,50,0,2,2,0,1
1633,India Pale Ales,Imperial IPA,Space Cake,Clown Shoes,United States,9,4.06,292,"1,704",Active,Space Cake Clown Shoes,7,1,9,28,1,26,0,1,1,1,1
1634,India Pale Ales,Imperial IPA,Sosus,Toppling Goliath Brewing Company,United States,7.8,4.48,286,"1,705",Active,Sosus Toppling Goliath Brewing Company,6,1,17,29,1,33,0,1,2,3,1
1635,India Pale Ales,Imperial IPA,Double IPA,AleSmith Brewing Company,United States,8.5,4.19,970,"1,006",Active,Double IPA AleSmith Brewing Company,14,1,11,39,2,54,0,2,3,11,1
1636,India Pale Ales,Imperial IPA,Hop 15,Port Brewing,United States,11,4.19,824,"1,083",Active,Hop 15 Port Brewing,38,1,12,63,2,72,0,2,3,6,1
1637,India Pale Ales,Imperial IPA,Citra,Kern River Brewing Company,United States,8,4.56,426,"1,456",Active,Citra Kern River Brewing Company,15,1,12,54,2,43,0,2,3,0,1
1638,India Pale Ales,Imperial IPA,Tricerahops Double IPA,Ninkasi Brewing Company,United States,8,4.01,488,"1,387",Active,Tricerahops Double IPA Ninkasi Brewing Company,36,1,12,74,2,73,2,3,3,6,1
1639,India Pale Ales,Imperial IPA,Galactica,Clown Shoes,United States,8,3.92,292,"1,497",Active,Galactica Clown Shoes,14,1,16,35,1,40,0,2,2,5,1
1640,India Pale Ales,Imperial IPA,Bodhi,Columbus Brewing Company,United States,8.5,4.46,273,"1,513",Active,Bodhi Columbus Brewing Company,17,1,18,49,2,55,4,2,3,1,1
1641,India Pale Ales,Imperial IPA,Leviathan Imperial IPA,Harpoon Brewery & Beer Hall,United States,10,4.06,725,"1,046",Active,Leviathan Imperial IPA Harpoon Brewery & Beer Hall,24,1,12,44,2,47,0,2,2,2,1
1642,India Pale Ales,Imperial IPA,Blast!,Brooklyn Brewery,United States,8.4,4.0,372,"1,391",Active,Blast! Brooklyn Brewery,6,1,19,32,2,28,0,1,2,6,1
1643,India Pale Ales,Imperial IPA,Hop Crisis,21st Amendment Brewery,United States,9.7,3.98,509,"1,180",Active,Hop Crisis 21st Amendment Brewery,8,1,10,37,1,36,0,2,2,4,1
1644,India Pale Ales,Imperial IPA,The Calling,Boulevard Brewing Co.,United States,8.5,4.08,288,"1,399",Active,The Calling Boulevard Brewing Co.,10,1,25,41,2,50,0,2,3,12,1
1645,India Pale Ales,Imperial IPA,Hopsickle Imperial India Pale Ale,Moylan's Brewery,United States,9.2,4.11,951,729,Active,Hopsickle Imperial India Pale Ale Moylan's Brewery,9,1,16,48,2,35,0,2,2,3,1
1646,India Pale Ales,Imperial IPA,Enjoy By Unfiltered IPA,Stone Brewing,United States,9.4,4.32,359,"1,296",Active,Enjoy By Unfiltered IPA Stone Brewing,10,1,15,77,1,32,0,1,4,4,1
1647,India Pale Ales,Imperial IPA,ReDANKulous,Founders Brewing Company,United States,9.5,4.13,371,"1,271",Active,ReDANKulous Founders Brewing Company,19,1,12,41,2,55,0,2,2,0,1
1648,India Pale Ales,Imperial IPA,Detour Double India Pale Ale,Uinta Brewing Company,United States,9.5,3.81,340,"1,275",Active,Detour Double India Pale Ale Uinta Brewing Company,9,1,26,37,2,24,1,1,2,7,1
1649,India Pale Ales,Imperial IPA,Freak Of Nature,Wicked Weed Brewing,United States,8.5,4.29,225,"1,341",Active,Freak Of Nature Wicked Weed Brewing,5,1,24,44,1,34,0,1,2,1,1
1650,India Pale Ales,Imperial IPA,Idiot IPA,Coronado Brewing Company,United States,8.5,3.89,401,"1,136",Active,Idiot IPA Coronado Brewing Company,20,1,15,52,1,25,1,1,3,4,1
1651,India Pale Ales,Imperial IPA,Hardcore IPA,BrewDog,United Kingdom,9.2,3.94,557,962,Active,Hardcore IPA BrewDog,18,1,17,41,1,44,0,1,2,1,1
1652,India Pale Ales,Imperial IPA,Captain's Daughter,Grey Sail Brewing of Rhode Island,United States,8.5,4.31,303,"1,206",Active,Captain's Daughter Grey Sail Brewing of Rhode Island,11,1,10,52,2,45,0,2,3,2,1
1653,India Pale Ales,Imperial IPA,Squall IPA,Dogfish Head Craft Brewery,United States,9,4.14,797,697,Active,Squall IPA Dogfish Head Craft Brewery,6,1,14,27,1,24,0,1,2,2,1
1654,India Pale Ales,Imperial IPA,Palate Shifter Imperial IPA,Captain Lawrence Brewing Co.,United States,9,4.14,565,902,Active,Palate Shifter Imperial IPA Captain Lawrence Brewing Co.,14,2,21,57,2,36,0,2,3,2,1
1655,India Pale Ales,Imperial IPA,Molotov Cocktail,Evil Twin Brewing,United States,12,3.93,278,"1,176",Active,Molotov Cocktail Evil Twin Brewing,22,1,29,67,2,67,1,3,4,4,1
1656,India Pale Ales,Imperial IPA,Japanese Green Tea IPA,Stone Brewing,United States,10.1,3.93,487,967,Active,Japanese Green Tea IPA Stone Brewing,12,1,38,58,2,67,0,3,3,8,1
1657,India Pale Ales,Imperial IPA,077XX,Carton Brewing Company,United States,7.8,4.26,189,"1,248",Active,077XX Carton Brewing Company,16,2,25,46,2,46,1,2,4,10,1
1658,India Pale Ales,Imperial IPA,Mars (The Bringer Of War),Bell's Brewery - Eccentric Café & General Store,United States,10.1,4.11,217,"1,211",Active,Mars (The Bringer Of War) Bell's Brewery - Eccentric Café & General Store,24,1,11,60,2,65,3,2,3,2,1
1659,India Pale Ales,Imperial IPA,Citra,Pipeworks Brewing Company,United States,9.5,4.4,148,"1,263",Active,Citra Pipeworks Brewing Company,6,1,17,47,2,38,1,2,2,0,1
1660,India Pale Ales,Imperial IPA,Road 2 Ruin,Two Roads Brewing Company,United States,8,3.92,237,"1,130",Active,Road 2 Ruin Two Roads Brewing Company,13,1,19,48,3,78,3,3,3,0,1
1661,India Pale Ales,Imperial IPA,Exponential Hoppiness,Alpine Beer Company,United States,11,4.42,405,944,Active,Exponential Hoppiness Alpine Beer Company,16,1,24,58,1,42,1,2,3,4,1
1662,India Pale Ales,Imperial IPA,Road Warrior Imperial Rye India Pale Ale,Green Flash Brewing Co.,United States,9,4.07,191,"1,157",Active,Road Warrior Imperial Rye India Pale Ale Green Flash Brewing Co.,10,1,11,51,1,36,0,2,3,1,1
1663,India Pale Ales,Imperial IPA,Citra Ass Down,Against The Grain Brewery & Smokehouse,United States,8.2,3.91,279,"1,063",Active,Citra Ass Down Against The Grain Brewery & Smokehouse,10,1,6,41,1,14,0,1,2,17,2
1664,India Pale Ales,Imperial IPA,Café Racer 15,Bear Republic Brewing Co.,United States,9.75,4.22,236,"1,045",Active,Café Racer 15 Bear Republic Brewing Co.,15,1,24,44,1,39,0,1,2,0,1
1665,India Pale Ales,Imperial IPA,Samuel Adams Rebel Rouser Double IPA,Boston Beer Company (Samuel Adams),United States,8.4,3.8,303,972,Active,Samuel Adams Rebel Rouser Double IPA Boston Beer Company (Samuel Adams),6,1,18,30,1,33,0,1,2,1,1
1666,India Pale Ales,Imperial IPA,Bright,Tree House Brewing Company,United States,7.8,4.38,221,"1,006",Active,Bright Tree House Brewing Company,10,1,15,54,2,30,0,1,3,2,1
1667,India Pale Ales,Imperial IPA,Mettle,Trillium Brewing Company,United States,8.4,4.41,149,"1,073",Active,Mettle Trillium Brewing Company,17,1,22,31,2,76,3,3,2,4,1
1668,India Pale Ales,Imperial IPA,The Illinois,Goose Island Beer Co.,United States,9,3.92,166,"1,056",Active,The Illinois Goose Island Beer Co.,12,1,10,18,2,37,0,2,1,1,1
1669,India Pale Ales,Imperial IPA,Triple Sunshine,Lawson's Finest Liquids,United States,10.5,4.55,170,996,Active,Triple Sunshine Lawson's Finest Liquids,19,1,18,49,2,39,0,2,2,3,1
1670,India Pale Ales,Imperial IPA,Smells Like A Safety Meeting,Dark Horse Brewing Company,United States,8.5,3.95,140,"1,022",Active,Smells Like A Safety Meeting Dark Horse Brewing Company,14,2,26,46,3,76,0,3,2,1,1
1671,India Pale Ales,Imperial IPA,Double Daisy Cutter,Half Acre Beer Company,United States,8.2,4.26,259,867,Active,Double Daisy Cutter Half Acre Beer Company,11,1,11,47,2,27,0,1,3,5,1
1672,India Pale Ales,Imperial IPA,Molotov Lite,Evil Twin Brewing,United States,8.5,3.99,210,914,Active,Molotov Lite Evil Twin Brewing,18,2,11,50,3,97,1,4,3,12,1
1673,India Pale Ales,Imperial IPA,Knuckle Sandwich,Bootlegger's Brewery,United States,10,4.27,269,849,Active,Knuckle Sandwich Bootlegger's Brewery,7,1,16,43,2,46,0,2,2,2,1
1674,India Pale Ales,Imperial IPA,War Mullet,3 Floyds Brewing Co.,United States,8.1,4.07,117,991,Active,War Mullet 3 Floyds Brewing Co.,10,2,16,68,3,66,0,3,4,6,2
1675,India Pale Ales,Imperial IPA,Hop Bullet,Sierra Nevada Brewing Co.,United States,8,3.98,368,733,Active,Hop Bullet Sierra Nevada Brewing Co.,14,1,10,60,2,61,0,2,2,8,1
1676,India Pale Ales,Imperial IPA,Hoptologist DIPA,Knee Deep Brewing Company,United States,9,3.96,205,893,Active,Hoptologist DIPA Knee Deep Brewing Company,6,1,8,41,1,32,0,1,2,8,1
1677,India Pale Ales,Imperial IPA,Unsessionable,Revolution Brewing,United States,10,4.37,139,949,Active,Unsessionable Revolution Brewing,20,1,14,45,2,49,4,2,3,1,1
1678,India Pale Ales,Imperial IPA,Hop Hash,SweetWater Brewing Company,United States,7.8,4.03,147,928,Active,Hop Hash SweetWater Brewing Company,16,1,27,50,2,66,0,2,3,6,1
1679,India Pale Ales,Imperial IPA,Apex,Bear Republic Brewing Co.,United States,8.25,4.23,274,799,Active,Apex Bear Republic Brewing Co.,16,1,4,33,1,33,2,1,2,5,1
1680,India Pale Ales,Imperial IPA,DRIPA (Double Rice IPA),Kuhnhenn Brewing Company,United States,9.5,4.38,137,908,Active,DRIPA (Double Rice IPA) Kuhnhenn Brewing Company,17,2,11,65,3,87,0,3,4,7,2
1681,India Pale Ales,Imperial IPA,Hop Venom Double IPA,Boneyard Beer Company,United States,8.9,4.42,154,890,Active,Hop Venom Double IPA Boneyard Beer Company,21,1,17,36,2,48,1,2,2,0,1
1682,India Pale Ales,Imperial IPA,Hop Juice,Left Coast Brewing Company,United States,9.7,3.6,310,692,Active,Hop Juice Left Coast Brewing Company,9,1,10,36,1,38,0,2,2,3,1
1683,India Pale Ales,Imperial IPA,Larry,Wachusett Brewing Company,United States,8.5,4.01,337,655,Active,Larry Wachusett Brewing Company,9,1,12,47,1,28,0,1,2,6,1
1684,India Pale Ales,Imperial IPA,Shipwrecked Double IPA,Mission Brewery,United States,9.25,3.71,238,752,Active,Shipwrecked Double IPA Mission Brewery,6,1,13,39,1,28,0,1,2,1,1
1685,India Pale Ales,Imperial IPA,Hardcore Chimera,Finch Beer Co.,United States,9,4.05,141,834,Active,Hardcore Chimera Finch Beer Co.,7,1,21,44,1,32,0,1,2,0,2
1686,India Pale Ales,Imperial IPA,Voodoo Ranger Imperial IPA,New Belgium Brewing Company,United States,9,3.83,312,658,Active,Voodoo Ranger Imperial IPA New Belgium Brewing Company,3,1,17,39,2,50,0,2,2,0,1
1687,India Pale Ales,Imperial IPA,Watermelon Dorado,Ballast Point Brewing Company,United States,10,3.45,245,706,Active,Watermelon Dorado Ballast Point Brewing Company,10,1,19,35,2,35,0,2,2,1,1
1688,India Pale Ales,Imperial IPA,Enjoy By Tangerine IPA,Stone Brewing,United States,9.4,4.16,189,761,Active,Enjoy By Tangerine IPA Stone Brewing,2,1,9,22,2,14,0,2,2,4,1
1689,India Pale Ales,Imperial IPA,Denogginizer Double IPA,Drake's Brewing Co.,United States,9.75,3.93,257,681,Active,Denogginizer Double IPA Drake's Brewing Co.,45,1,13,42,2,78,3,3,2,2,1
1690,India Pale Ales,Imperial IPA,Nimble Giant,Tröegs Brewing Company,United States,9,4.21,238,694,Active,Nimble Giant Tröegs Brewing Company,10,2,21,48,2,36,1,2,3,3,1
1691,India Pale Ales,Imperial IPA,Emerald Grouper,Pipeworks Brewing Company,United States,9.5,4.46,112,816,Active,Emerald Grouper Pipeworks Brewing Company,13,1,20,58,2,46,1,2,3,6,1
1692,India Pale Ales,Imperial IPA,Hopothermia,Alaskan Brewing Co.,United States,8.5,3.93,142,775,Active,Hopothermia Alaskan Brewing Co.,27,1,18,57,3,72,3,3,3,5,2
1693,India Pale Ales,Imperial IPA,Yang,Evil Twin Brewing,United States,10,3.81,178,726,Active,Yang Evil Twin Brewing,12,1,8,44,1,38,0,1,3,8,1
1694,India Pale Ales,Imperial IPA,The Truth,Flying Dog Brewery,United States,8.7,4.08,190,712,Active,The Truth Flying Dog Brewery,10,1,20,55,2,45,0,2,3,8,1
1695,India Pale Ales,Imperial IPA,Notorious Triple IPA,Boneyard Beer Company,United States,12,4.54,118,774,Active,Notorious Triple IPA Boneyard Beer Company,14,1,30,37,1,39,1,1,2,7,1
1696,India Pale Ales,Imperial IPA,Hopsoulution,Bell's Brewery - Eccentric Café & General Store,United States,8,4.1,218,672,Active,Hopsoulution Bell's Brewery - Eccentric Café & General Store,12,1,33,33,2,47,0,2,2,0,1
1697,India Pale Ales,Imperial IPA,Galactic Double Daisy Cutter,Half Acre Beer Company,United States,8,4.31,194,694,Active,Galactic Double Daisy Cutter Half Acre Beer Company,13,1,18,40,1,39,0,2,2,1,1
1698,India Pale Ales,Imperial IPA,Hopulent IPA,Epic Brewing Company,United States,8.4,3.82,190,694,Active,Hopulent IPA Epic Brewing Company,9,1,21,43,3,44,1,2,3,1,1
1699,India Pale Ales,Imperial IPA,The Shape Of Hops To Come,Neshaminy Creek Brewing Company,United States,8.5,4.24,188,695,Active,The Shape Of Hops To Come Neshaminy Creek Brewing Company,5,1,11,44,1,31,1,1,2,3,1
1700,India Pale Ales,Imperial IPA,2x4 DIPA,Melvin Brewing / Thai Me Up,United States,9.9,4.28,212,665,Active,2x4 DIPA Melvin Brewing / Thai Me Up,15,1,13,47,2,50,1,2,3,1,1
1701,India Pale Ales,Imperial IPA,Decadent Imperial IPA,Ska Brewing Co.,United States,10,3.68,372,493,Active,Decadent Imperial IPA Ska Brewing Co.,14,1,17,43,2,62,1,2,3,4,1
1702,India Pale Ales,Imperial IPA,Lupulin River,Knee Deep Brewing Company,United States,8,4.28,199,664,Active,Lupulin River Knee Deep Brewing Company,8,1,19,46,2,60,0,2,2,3,1
1703,India Pale Ales,Imperial IPA,Exit 16 Wild Rice Double IPA,Flying Fish Brewing Company,United States,8.2,4.08,246,615,Active,Exit 16 Wild Rice Double IPA Flying Fish Brewing Company,13,1,6,44,1,23,0,1,3,2,1
1704,India Pale Ales,Imperial IPA,Cimmerian Sabertooth Berzerker,3 Floyds Brewing Co.,United States,9,4.18,117,741,Active,Cimmerian Sabertooth Berzerker 3 Floyds Brewing Co.,26,1,10,42,1,38,1,2,3,5,1
1705,India Pale Ales,Imperial IPA,Tribute,14th Star Brewing Co.,United States,8.1,4.17,175,683,Active,Tribute 14th Star Brewing Co.,16,1,10,64,3,76,0,3,4,7,2
1706,India Pale Ales,Imperial IPA,Fair Maiden,Foley Brothers Brewing,United States,8.2,4.32,134,718,Active,Fair Maiden Foley Brothers Brewing,16,1,16,40,2,41,0,1,3,3,1
1707,India Pale Ales,Imperial IPA,Slammin' Salmon Double India Pale Ale,Mad River Brewing Company,United States,8.6,3.79,415,436,Active,Slammin' Salmon Double India Pale Ale Mad River Brewing Company,11,1,8,40,2,49,0,2,2,4,1
1708,India Pale Ales,Imperial IPA,HOPSMACK!,Toppling Goliath Brewing Company,United States,7.7,4.36,169,673,Active,HOPSMACK! Toppling Goliath Brewing Company,8,1,9,35,1,33,0,2,2,1,1
1709,India Pale Ales,Imperial IPA,Mocha IPA,Stone Brewing,United States,9,4.07,240,598,Active,Mocha IPA Stone Brewing,18,1,4,38,2,61,2,3,2,1,1
1710,India Pale Ales,Imperial IPA,///Fear.Movie.Lions,Stone Brewing,United States,8.5,4.08,279,557,Active,///Fear.Movie.Lions Stone Brewing,12,2,14,106,2,35,0,1,3,12,2
1711,India Pale Ales,Imperial IPA,Heelch O'Hops,Anderson Valley Brewing Company,United States,8.7,3.79,155,654,Active,Heelch O'Hops Anderson Valley Brewing Company,4,1,4,22,2,32,0,2,1,2,1
1712,India Pale Ales,Imperial IPA,Super Cluster,Lagunitas Brewing Company,United States,8,4.06,253,554,Active,Super Cluster Lagunitas Brewing Company,11,1,5,51,2,60,0,2,3,10,1
1713,India Pale Ales,Imperial IPA,1000 IBU,Mikkeller ApS,Denmark,9.6,3.85,295,496,Active,1000 IBU Mikkeller ApS,32,1,7,53,2,35,0,2,3,5,1
1714,India Pale Ales,Imperial IPA,Raja,Avery Brewing Company,United States,8,4.11,177,614,Active,Raja Avery Brewing Company,7,1,10,105,2,37,0,1,5,0,2
1715,India Pale Ales,Imperial IPA,Lot #6 Double IPA,Evolution Craft Brewing Company,United States,8.5,4.11,144,635,Active,Lot #6 Double IPA Evolution Craft Brewing Company,18,1,11,38,2,75,1,3,2,1,1
1716,India Pale Ales,Imperial IPA,Green Diamonds Double IPA,Other Half Brewing Company,United States,9.1,4.31,111,662,Active,Green Diamonds Double IPA Other Half Brewing Company,16,1,18,66,2,43,0,2,3,1,2
1717,India Pale Ales,Imperial IPA,Rico Sauvin,Against The Grain Brewery & Smokehouse,United States,8.2,4.03,127,637,Active,Rico Sauvin Against The Grain Brewery & Smokehouse,14,1,23,70,2,63,0,2,3,0,1
1718,India Pale Ales,Imperial IPA,Wolf Among Weeds,Golden Road Brewing,United States,8,3.94,112,640,Active,Wolf Among Weeds Golden Road Brewing,17,1,12,33,2,48,0,2,2,2,1
1719,India Pale Ales,Imperial IPA,Wolf Among Weeds,Golden Road Brewing,United States,8,3.8,3,3,Active,Wolf Among Weeds Golden Road Brewing,17,1,12,33,2,48,0,2,2,2,1
1720,India Pale Ales,Imperial IPA,Nelson Imperial IPA,Widmer Brothers Brewing Company,United States,8.6,3.91,304,446,Active,Nelson Imperial IPA Widmer Brothers Brewing Company,16,1,14,39,2,60,2,2,3,1,1
1721,India Pale Ales,Imperial IPA,Bright - Citra,Tree House Brewing Company,United States,7.8,4.41,116,632,Active,Bright - Citra Tree House Brewing Company,9,1,19,67,2,58,0,2,3,9,1
1722,India Pale Ales,Imperial IPA,Sneaky Pete Imperial IPA,Laughing Dog Brewing,United States,10,3.75,191,553,Active,Sneaky Pete Imperial IPA Laughing Dog Brewing,28,2,12,47,2,89,3,3,2,3,1
1723,India Pale Ales,Imperial IPA,Pugsley's Signature Series: XXXX IPA,Shipyard Brewing Company,United States,9.25,3.66,294,447,Active,Pugsley's Signature Series: XXXX IPA Shipyard Brewing Company,8,1,17,39,2,27,0,1,2,5,1
1724,India Pale Ales,Imperial IPA,Phantasmagoria,Prairie Artisan Ales,United States,8,4.07,191,542,Active,Phantasmagoria Prairie Artisan Ales,15,1,16,52,1,44,0,2,3,1,1
1725,India Pale Ales,Imperial IPA,Hopocalypse,Drake's Brewing Co.,United States,9.3,4.18,188,544,Active,Hopocalypse Drake's Brewing Co.,11,1,24,55,2,31,2,1,2,2,2
1726,India Pale Ales,Imperial IPA,Seeing Double IPA,Foothills Brewing Company - Downtown Brewpub,United States,9.5,4.05,206,512,Active,Seeing Double IPA Foothills Brewing Company - Downtown Brewpub,16,1,9,41,2,75,0,3,3,1,1
1727,India Pale Ales,Imperial IPA,Double Daddy,Speakeasy Ales & Lagers,United States,8.5,3.66,338,378,Active,Double Daddy Speakeasy Ales & Lagers,6,1,7,26,1,27,0,1,1,2,1
1728,India Pale Ales,Imperial IPA,Outburst Imperial IPA,"Pyramid Breweries, Inc.",United States,8.5,3.76,231,478,Active,"Outburst Imperial IPA Pyramid Breweries, Inc.",7,1,18,43,1,38,1,1,2,7,1
1729,India Pale Ales,Imperial IPA,Navaja,Half Acre Beer Company,United States,10,4.24,151,551,Active,Navaja Half Acre Beer Company,10,1,11,32,1,29,0,1,2,1,1
1730,India Pale Ales,Imperial IPA,Coriolis,New England Brewing Co.,United States,8.2,4.41,98,596,Active,Coriolis New England Brewing Co.,13,1,22,47,2,53,0,2,2,4,1
1731,India Pale Ales,Imperial IPA,Alpha Dog Imperial IPA,Laughing Dog Brewing,United States,8,3.73,312,374,Active,Alpha Dog Imperial IPA Laughing Dog Brewing,14,1,9,49,2,35,0,2,2,2,1
1732,India Pale Ales,Imperial IPA,Galaxy Unicorn,Pipeworks Brewing Company,United States,9.5,4.37,77,609,Active,Galaxy Unicorn Pipeworks Brewing Company,11,1,13,37,1,30,0,2,2,2,1
1733,India Pale Ales,Imperial IPA,Double Two Hearted Ale,Bell's Brewery - Eccentric Café & General Store,United States,11,4.13,236,428,Active,Double Two Hearted Ale Bell's Brewery - Eccentric Café & General Store,16,1,16,53,2,59,0,2,3,2,1
1734,India Pale Ales,Imperial IPA,Sure Bet,Pipeworks Brewing Company,United States,9.5,4.44,98,562,Active,Sure Bet Pipeworks Brewing Company,8,1,25,48,2,41,2,2,2,5,2
1735,India Pale Ales,Imperial IPA,Mean Manalishi Double I.P.A.,Hoppin' Frog Brewery,United States,8.2,3.74,370,275,Active,Mean Manalishi Double I.P.A. Hoppin' Frog Brewery,2,1,11,34,2,40,1,2,2,0,1
1736,India Pale Ales,Imperial IPA,Brother Benjamin,Greenbush Brewing Company,United States,10.1,3.95,84,557,Active,Brother Benjamin Greenbush Brewing Company,8,1,23,79,2,44,0,2,3,1,1
1737,India Pale Ales,Imperial IPA,Tree Shaker Imperial Peach IPA,Odell Brewing Company,United States,8,3.82,117,522,Active,Tree Shaker Imperial Peach IPA Odell Brewing Company,4,1,21,33,2,16,0,1,2,2,2
1738,India Pale Ales,Imperial IPA,Hop'solutely,Fegley's Bethlehem Brew Works,United States,11.5,3.82,216,421,Active,Hop'solutely Fegley's Bethlehem Brew Works,17,1,16,38,2,43,0,2,2,3,1
1739,India Pale Ales,Imperial IPA,Overhead,Kane Brewing Company,United States,8.2,4.31,115,513,Active,Overhead Kane Brewing Company,10,1,36,59,2,56,0,2,3,4,1
1740,India Pale Ales,Imperial IPA,Snake Handler Double IPA,Good People Brewing Company,United States,10,4.24,138,490,Active,Snake Handler Double IPA Good People Brewing Company,13,1,7,45,2,86,1,3,3,2,1
1741,India Pale Ales,Imperial IPA,Bad Boy,Alpine Beer Company,United States,9,4.49,139,488,Active,Bad Boy Alpine Beer Company,20,1,9,58,2,68,0,3,4,7,2
1742,India Pale Ales,Imperial IPA,Tesseract,Grimm Artisanal Ales,United States,8,4.4,111,513,Active,Tesseract Grimm Artisanal Ales,10,1,13,29,1,39,1,2,2,1,1
1743,India Pale Ales,Imperial IPA,Rodeo Clown,Karbach Brewing Co.,United States,9.8,3.79,87,533,Active,Rodeo Clown Karbach Brewing Co.,11,2,9,41,2,73,0,3,3,4,1
1744,India Pale Ales,Imperial IPA,Double Duckpin,Union Craft Brewing Company,United States,8.5,4.25,122,496,Active,Double Duckpin Union Craft Brewing Company,3,1,23,45,2,18,0,1,2,0,1
1745,India Pale Ales,Imperial IPA,Hop-Trio,Knee Deep Brewing Company,United States,11.1,4.22,103,511,Active,Hop-Trio Knee Deep Brewing Company,29,1,17,59,3,91,3,3,4,4,1
1746,India Pale Ales,Imperial IPA,Double D Double IPA,Fordham & Dominion Brewing Company,United States,9,3.65,120,492,Active,Double D Double IPA Fordham & Dominion Brewing Company,13,1,31,67,2,80,1,3,4,9,1
1747,India Pale Ales,Imperial IPA,Swamp Ape IPA,Carib Brewery USA,United States,10,3.0,141,449,Active,Swamp Ape IPA Carib Brewery USA,11,1,8,36,1,28,0,1,2,7,1
1748,India Pale Ales,Imperial IPA,Manta Ray,Ballast Point Brewing Company,United States,8.5,4.1,144,437,Active,Manta Ray Ballast Point Brewing Company,7,1,16,33,1,24,0,1,2,2,1
1749,India Pale Ales,Imperial IPA,Citra Showers,Noble Ale Works,United States,8.8,4.43,84,496,Active,Citra Showers Noble Ale Works,10,1,20,43,1,25,0,1,2,0,1
1750,India Pale Ales,Imperial IPA,Dank & Sticky IPA (The Hop Freshener Series),The Hop Concept Brewing,United States,8.5,4.2,103,469,Active,Dank & Sticky IPA (The Hop Freshener Series) The Hop Concept Brewing,29,1,9,50,2,66,0,2,2,2,1
1751,India Pale Ales,Imperial IPA,Bitter Valentine,Alewerks Brewing Company,United States,8.3,4.23,139,430,Active,Bitter Valentine Alewerks Brewing Company,12,1,9,30,2,36,1,2,2,1,1
1752,India Pale Ales,Imperial IPA,Creeker,Ithaca Beer Company,United States,9,4.18,107,459,Active,Creeker Ithaca Beer Company,8,1,12,40,2,51,0,2,3,0,1
1753,India Pale Ales,Imperial IPA,Florida Man,Cigar City Brewing,United States,8.5,3.9,138,428,Active,Florida Man Cigar City Brewing,16,1,12,63,2,40,1,2,4,6,1
1754,India Pale Ales,Imperial IPA,Transmigration Of Souls,Orpheus Brewing,United States,10,4.12,118,438,Active,Transmigration Of Souls Orpheus Brewing,10,1,15,35,2,46,0,2,2,4,1
1755,India Pale Ales,Imperial IPA,Hopzilla,Lawson's Finest Liquids,United States,8.7,4.3,164,389,Active,Hopzilla Lawson's Finest Liquids,3,1,21,45,1,42,0,2,2,4,1
1756,India Pale Ales,Imperial IPA,Boy King Double IPA,COAST Brewing Company,United States,9.7,4.28,203,346,Active,Boy King Double IPA COAST Brewing Company,30,1,15,74,2,55,1,2,4,4,2
